Sample Size (n),Budget,Reach_CDE,CTR_CDE,Sparsity_CDE,Reach_CLasso,CTR_CLasso,Sparsity_CLasso
1250,113.15789473684211,0.07396955704140185,0.0017676788831018087,6,1.026485323341042e-05,5.4672711025105514e-08,500
1250,138.94736842105263,0.0739696135748037,0.0017676803481861958,6,1.2604215935296814e-05,6.713299227634195e-08,500
1250,164.73684210526318,0.07396967010811428,0.001767681813270694,6,1.4943553300783563e-05,7.959327263939997e-08,500
1250,190.5263157894737,0.07396972664133339,0.0017676832783551921,6,1.728286533486667e-05,9.205355222530187e-08,500
1250,216.31578947368422,0.07396978317446135,0.0017676847434395793,6,1.9622152036435914e-05,1.0451383092302535e-07,500
1250,242.10526315789474,0.0739698397074976,0.0017676862085238554,6,2.1961413406934582e-05,1.1697410950972653e-07,500
1250,267.89473684210526,0.07396989624044248,0.0017676876736081315,6,2.43006494464737e-05,1.2943438643109317e-07,500
1250,293.6842105263158,0.07396995277329621,0.0017676891386925186,6,2.6639860155497352e-05,1.4189466412961593e-07,500
1250,319.47368421052636,0.07397000930605824,0.0017676906037764617,6,2.897904553333941e-05,1.5435494038484876e-07,500
1250,345.2631578947369,0.073970065838729,0.0017676920688607378,6,3.1318205585106895e-05,1.6681521508576935e-07,500
1250,371.0526315789474,0.0739701223713084,0.001767693533944792,6,3.3657340308135275e-05,1.7927548934260074e-07,500
1250,396.8421052631579,0.07397017890379631,0.001767694999028735,6,3.599644970431193e-05,1.9173576215614219e-07,500
1250,422.63157894736844,0.07397023543619297,0.001767696464112678,6,3.8335533774636055e-05,2.0419603452559443e-07,500
1250,448.42105263157896,0.07397029196849791,0.001767697929196621,6,4.0674592517109254e-05,2.1665630767220279e-07,500
1250,474.2105263157895,0.07397034850071171,0.001767699394280231,6,4.301362593683855e-05,2.291165792644989e-07,500
1250,500.0,0.07397040503283403,0.001767700859364174,6,4.535263403293577e-05,2.415768488583936e-07,500
2500,10.0,0.31805097073247257,0.02517410274826859,17,9.486411124415284e-07,5.009520687160318e-09,500
2500,35.78947368421053,0.0742407293748405,0.0023521591517181584,4,3.395101995540273e-06,1.792870019112769e-08,500
2500,61.578947368421055,0.07424072974345863,0.0023521591743992376,4,5.841527004446512e-06,3.0847877696693615e-08,500
2500,87.36842105263159,0.07424073011207677,0.002352159197080428,4,8.2879161389382e-06,4.376705509123724e-08,500
2500,113.15789473684211,0.0742407304806949,0.00235215921976184,4,1.0734269402346008e-05,5.668623226373626e-08,500
2500,138.94736842105263,0.07424073084931293,0.0023521592424431415,4,1.3180586795558114e-05,6.960540688272232e-08,500
2500,164.73684210526318,0.07424073121793118,0.0023521592651243317,4,1.562686831835247e-05,8.252458050250766e-08,500
2500,190.5263157894737,0.07424073158654931,0.002352159287805522,4,1.8073113976280197e-05,9.544375279002537e-08,500
2500,216.31578947368422,0.07424073195516745,0.002352159310486601,4,2.051932376834209e-05,1.0836292385629775e-07,500
2500,242.10526315789474,0.07424073232378559,0.0023521593331680135,4,2.2965497696758597e-05,1.2128209503359244e-07,500
2500,267.89473684210526,0.07424073269240372,0.002352159355849315,4,2.541163576319505e-05,1.3420126399044108e-07,500
2500,293.6842105263158,0.07424073306102175,0.002352159378530505,4,2.785773796698532e-05,1.4712043350240123e-07,500
2500,319.47368421052636,0.07424073342963977,0.0023521594012115843,4,3.030380431390256e-05,1.6003960101595993e-07,500
2500,345.2631578947369,0.07424073379825802,0.0023521594238929966,4,3.274983480328064e-05,1.729587666421395e-07,500
2500,371.0526315789474,0.07424073416687615,0.002352159446574187,4,3.51958294367849e-05,1.8587793126911833e-07,500
2500,396.8421052631579,0.07424073453549418,0.002352159469255377,4,3.7641788216191685e-05,1.9879709567405257e-07,500
2500,422.63157894736844,0.07424073490411232,0.0023521594919364563,4,4.0087711142611226e-05,2.1171625785854076e-07,500
2500,448.42105263157896,0.07424073527273023,0.0023521595146178687,4,4.253359821770886e-05,2.2463542126427427e-07,500
2500,474.2105263157895,0.07424073564134848,0.002352159537299059,4,4.4979449443927066e-05,2.3755458167240562e-07,500
2500,500.0,0.0742407360099665,0.002352159559980249,4,4.742526482204301e-05,2.5047374108133624e-07,500
