Sample Size (n),Budget,Reach_CDE,CTR_CDE,Sparsity_CDE,Reach_CLasso,CTR_CLasso,Sparsity_CLasso
946,10.0,0.005928124931729228,3.8870934517931666e-05,3,1.1135465549649837e-06,6.8272028030946785e-09,500
946,35.78947368421053,0.48432564196433425,0.06886961630660027,31,4.19033645948641e-06,2.6287701904159633e-08,500
946,61.578947368421055,0.4843256418809706,0.06886961630917532,31,7.0887949827902474e-06,4.413654408619294e-08,500
946,87.36842105263159,0.48432564179760695,0.06886961631175004,31,9.207647034270572e-06,5.493802890388366e-08,500
946,113.15789473684211,0.4843256417142434,0.06886961631432498,31,1.132648429280625e-05,6.57395147207751e-08,500
946,138.94736842105263,0.4843256416308799,0.06886961631690003,31,1.3445306763060216e-05,7.654099931642122e-08,500
946,164.73684210526318,0.48432564154751623,0.06886961631947486,31,1.5564114441590782e-05,8.734248324593352e-08,500
946,190.5263157894737,0.4843256414641526,0.06886961632204969,31,1.7682907329730213e-05,9.81439663982897e-08,500
946,216.31578947368422,0.48432564138078893,0.06886961632462474,31,1.9801685425924198e-05,1.089454501057574e-07,500
946,242.10526315789474,0.4843256412974253,0.06886961632719957,31,2.192044873083887e-05,1.1974693225891286e-07,500
946,267.89473684210526,0.48432564121406163,0.06886961632977462,31,2.40391972478049e-05,1.3054841430104602e-07,500
946,293.6842105263158,0.484325641130698,0.06886961633234945,31,2.6157930974046728e-05,1.4134989800851372e-07,500
946,319.47368421052636,0.48432564104733433,0.0688696163349245,31,2.8276649910896623e-05,1.5215137971757997e-07,500
946,345.2631578947369,0.4843256409639707,0.06886961633749933,31,3.0395354056356183e-05,1.629528607605124e-07,500
946,371.0526315789474,0.48432564088060714,0.06886961634007427,31,3.2514043413089944e-05,1.7375434135935564e-07,500
946,396.8421052631579,0.4843256407972435,0.06886961634264921,31,3.463271797843337e-05,1.8455582206922116e-07,500
946,422.63157894736844,0.48432564071387985,0.06886961634522415,31,3.6751377756494286e-05,1.9535730222397518e-07,500
946,448.42105263157896,0.4843256406305162,0.06886961634779909,31,3.887002274427509e-05,2.0615878348895222e-07,500
946,474.2105263157895,0.48432564054715255,0.06886961635037392,31,4.098865294488441e-05,2.1696026242246091e-07,500
946,500.0,0.4843256404637889,0.06886961635294886,31,4.31072683556577e-05,2.277617416890365e-07,500
2500,10.0,0.31805097073247257,0.02517410274826859,17,1.2309772110530304e-06,8.220263914004988e-09,500
2500,35.78947368421053,0.0742407293748405,0.0023521591517181584,4,4.603764961030876e-06,3.1673784151031725e-08,500
2500,61.578947368421055,0.07424072974345863,0.0023521591743992376,4,7.804273693068353e-06,5.316901641183591e-08,500
2500,87.36842105263159,0.07424073011207677,0.002352159197080428,4,1.0250670628875191e-05,6.608842473276866e-08,500
2500,113.15789473684211,0.0742407304806949,0.00235215921976184,4,1.2696896665609358e-05,7.900614140687878e-08,500
2500,138.94736842105263,0.07424073084931293,0.0023521592424431415,4,1.5143356880797931e-05,9.192723571249672e-08,500
2500,164.73684210526318,0.07424073121793118,0.0023521592651243317,4,1.75897812227932e-05,1.048483314614046e-07,500
2500,190.5263157894737,0.07424073158654931,0.002352159287805522,4,2.0035629623049722e-05,1.1776266450880257e-07,500
2500,216.31578947368422,0.07424073195516745,0.002352159310486601,4,2.2481982229427544e-05,1.3068375570579605e-07,500
2500,242.10526315789474,0.07424073232378559,0.0023521593331680135,4,2.4928298966608864e-05,1.436048462366557e-07,500
2500,267.89473684210526,0.07424073269240372,0.002352159355849315,4,2.737457983492675e-05,1.5652593743364918e-07,500
2500,293.6842105263158,0.07424073306102175,0.002352159378530505,4,2.9820824834603243e-05,1.6944702507792897e-07,500
2500,319.47368421052636,0.07424073342963977,0.0023521594012115843,4,3.226649395560166e-05,1.8236135290727873e-07,500
2500,345.2631578947369,0.07424073379825802,0.0023521594238929966,4,3.471212723349382e-05,1.9527568007049467e-07,500
2500,371.0526315789474,0.07424073416687615,0.002352159446574187,4,3.7158804659376266e-05,2.0820352575334766e-07,500
2500,396.8421052631579,0.07424073453549418,0.002352159469255377,4,3.96043662346246e-05,2.2111785002998374e-07,500
2500,422.63157894736844,0.07424073490411232,0.0023521594919364563,4,4.205097192144791e-05,2.340456939364799e-07,500
2500,448.42105263157896,0.07424073527273023,0.0023521595146178687,4,4.449646180071376e-05,2.4696001643675913e-07,500
2500,474.2105263157895,0.07424073564134848,0.002352159537299059,4,4.69419158470874e-05,2.5987433727170384e-07,500
2500,500.0,0.0742407360099665,0.002352159559980249,4,4.9388413944528864e-05,2.728021781805978e-07,500
